User,Credit Policty,Loan Purpose,Interest Rate,Installment,DTI,Days with Credit Line,Revolving Bal,Revol_Util,Inq Last 6mos,Delinq 2yrs,Public Record,Not Fully Paid
966,1,Debt Consolidation,0.1635,565.27,18.76,7140.041667,31742,84.4,0,1,0,0
967,1,Debt Consolidation,0.167,142.01,0,1800,0,0,0,4,0,0
968,1,Debt Consolidation,0.1565,279.89,15.52,4110.041667,11310,63.5,2,0,0,0
969,1,Debt Consolidation,0.1531,334.23,5.81,1920.041667,3125,32.6,0,2,0,0
970,1,All Other,0.1461,86.19,15.23,3990,4763,78.1,2,0,1,0
971,1,Debt Consolidation,0.16,506.27,12.74,4710,35174,69.4,3,0,0,0
972,1,All Other,0.1878,803.99,9.69,1290.041667,12863,37.9,1,0,0,0
973,1,All Other,0.1635,309.13,3.05,3420.041667,7427,81.2,0,0,0,0
974,1,All Other,0.2086,94.02,0.53,2029.041667,2106,91.6,3,0,0,1
975,1,Debt Consolidation,0.1565,227.41,14.97,4290,4357,92.7,1,0,0,1
976,1,Major Purchase,0.1357,67.94,7.83,3509.958333,1790,34.4,0,0,0,0
977,1,Debt Consolidation,0.1982,556.1,5.22,1590,12390,98.3,1,0,0,0
978,1,Debt Consolidation,0.1947,258.28,17.08,1590,13859,88.5,0,0,0,0
979,1,All Other,0.1426,51.46,24.43,4229.958333,26669,92.6,0,1,0,0
980,1,All Other,0.1739,645.26,23.48,6124.958333,11369,91.7,1,0,0,0
981,1,Small Business,0.1774,180.11,10.35,4289.958333,3062,78.5,0,0,0,0
982,1,All Other,0.1461,289.6,20.2,2220,22851,78.2,1,0,0,0
983,1,Debt Consolidation,0.1739,716.95,8.88,4200,20755,89.5,2,0,0,0
984,1,All Other,0.1392,85.35,21.17,2519.958333,20323,78.8,3,0,0,0
985,1,Major Purchase,0.1496,242.52,3.71,1920,1747,43.7,0,0,0,0
986,1,Debt Consolidation,0.1704,713.49,9.66,3644,32120,68.5,1,0,0,0
987,1,All Other,0.1496,173.23,4.22,1470,5116,39.7,2,0,0,0
988,1,Debt Consolidation,0.1392,136.55,21.49,3335,12925,67.7,0,0,0,0
989,1,Debt Consolidation,0.1531,400.38,20.35,1860,11438,61.5,3,0,0,0
990,1,Debt Consolidation,0.1531,330.75,21.87,1500,7306,73.1,2,0,0,1
991,1,All Other,0.1531,146.23,9.8,1860,5256,93.9,0,0,0,1
992,1,All Other,0.1635,176.65,3.16,2880,0,0,1,0,0,1
993,1,Debt Consolidation,0.1496,277.16,10.33,2235.041667,5124,35.3,1,2,0,0
994,0,Debt Consolidation,0.1324,38.04,16.81,3900,1097,58.1,6,0,1,1
995,0,All Other,0.145,247.84,17.78,3630,8382,64.5,1,2,0,1
996,0,Debt Consolidation,0.1576,437.99,11.84,4079.958333,21861,88.1,2,0,0,0
997,0,Debt Consolidation,0.1734,89.56,25.77,5609.958333,28446,64.1,10,3,0,0
998,0,Debt Consolidation,0.1482,414.93,9.76,2609.958333,5628,54.6,0,0,0,0
999,0,Debt Consolidation,0.1734,573.16,16.44,1859.958333,12700,92,3,0,0,0
1000,0,All Other,0.1703,373.62,23.22,3005.958333,19508,68,1,0,0,0
1001,0,Debt Consolidation,0.1829,411.99,20.48,7207,10705,44.6,7,1,1,0
1002,0,Educational,0.1418,123.36,19.81,5219.958333,1682,46.7,7,2,0,1
1003,0,Major Purchase,0.1418,68.54,14.85,5219.958333,21180,77.9,1,0,0,0
1004,0,Debt Consolidation,0.1482,297.37,4.54,3090,4181,97.2,2,0,0,0
1005,0,Debt Consolidation,0.1482,207.47,13.34,2639.958333,23544,94.9,3,0,0,0
1006,0,Debt Consolidation,0.145,172.11,16.57,5129.958333,21251,80.8,0,0,0,0
1007,0,Debt Consolidation,0.1608,281.58,21.91,4950,13446,94,3,0,1,0
1008,0,All Other,0.1728,153.02,23.28,9450,18641,70.6,2,1,1,0
1009,0,Debt Consolidation,0.1608,246.38,22.47,7212,150971,92.3,4,0,0,1
1010,0,Debt Consolidation,0.1261,251.3,11.72,1020,1,0,0,0,0,0
1011,0,Small Business,0.1545,261.65,24.94,5190,41705,95.2,8,0,0,1
1012,0,All Other,0.1507,86.75,24.47,2491,4374,52.7,4,0,0,0
1013,0,Small Business,0.1886,155.49,27.6,4259.958333,41478,99.2,3,0,0,0
1014,0,Debt Consolidation,0.138,160.18,11.28,3512.958333,832,27.7,4,1,0,0
1015,0,Major Purchase,0.1317,183.24,11.83,2789.958333,0,0,4,0,0,0
1016,0,Small Business,0.1665,266.1,17.92,6960,149621,64.3,8,0,0,0
1017,0,All Other,0.1601,112.52,27.21,3630,7087,74.8,2,1,0,0
1018,0,Educational,0.1936,81.05,23.34,2039.958333,6020,65.4,9,0,1,1
1019,0,Debt Consolidation,0.1936,276.29,25.47,6991,152189,66.3,7,0,0,0
1020,0,Debt Consolidation,0.1367,85.05,4.19,11939.95833,2368,21.5,4,1,1,0
1021,0,Home Improvement,0.143,252.28,8.22,4650,13081,83.9,5,0,0,0
1022,0,Small Business,0.1482,345.78,9.73,4799.958333,19717,95.7,1,0,1,1
1023,0,Debt Consolidation,0.1387,85.29,4.18,509.9583333,2634,38.2,4,0,0,0
1024,0,All Other,0.1766,116.95,26.84,16260,31416,97.6,4,1,0,0
1025,0,All Other,0.1355,45,11.65,4620,11518,94.3,0,0,0,1
1026,1,Debt Consolidation,0.16,492.21,16.32,3929.958333,12944,65,3,0,0,0
1027,1,All Other,0.1739,143.39,13.19,3030,24666,99.1,0,0,0,0
1028,1,All Other,0.1565,227.41,13.16,4320,1542,90.7,1,0,0,1
1029,1,Major Purchase,0.1496,242.52,12.59,2130,8018,29.8,1,0,0,0
1030,1,Debt Consolidation,0.16,351.58,10.3,3059.958333,15735,87.8,1,1,0,0
1031,1,Major Purchase,0.1496,207.87,8.49,4043,2998,19.1,0,0,0,1
1032,1,Debt Consolidation,0.1531,278.53,13.32,5309.958333,6637,61.8,0,0,0,0
1033,1,Debt Consolidation,0.1913,220.33,16.81,1500,7843,98,1,0,0,0
1034,1,Debt Consolidation,0.1635,367.43,17.45,2339.958333,13373,86.8,1,0,0,0
1035,1,Small Business,0.1843,188.22,20.64,3780,16177,67.6,2,0,0,0
1036,1,Small Business,0.1916,58.78,14.6,3779.958333,215,71.7,1,0,0,0
1037,1,All Other,0.1442,137.54,4.61,5490,4093,80.3,1,0,0,0
1038,1,Major Purchase,0.1695,213.77,18.05,3119.958333,82,1.3,1,1,0,0
1039,1,All Other,0.1442,240.68,14.65,4589.958333,34454,70.7,3,0,0,0
1040,1,Small Business,0.1916,183.69,22.59,3300,22312,81.1,0,0,0,1
1041,1,Debt Consolidation,0.1411,205.38,21.3,2550,8710,23.9,0,1,0,1
1042,1,Debt Consolidation,0.1632,261.32,3.85,1140,6375,70.8,0,0,0,0
1043,1,Debt Consolidation,0.1505,424.97,23.8,5292.958333,19136,69.1,1,1,0,0
1044,1,Debt Consolidation,0.1607,457.52,23.85,3240,8373,57,0,1,0,1
1045,1,Educational,0.1411,239.61,7.57,4080,5086,57.8,1,0,1,1
1046,1,All Other,0.1474,103.62,16.77,2729.958333,6241,90.4,0,0,0,0
1047,1,Debt Consolidation,0.1632,176.57,16.75,1560,3901,95.1,0,0,0,0
1048,1,Debt Consolidation,0.1568,322.02,12.98,5160,16651,63.3,0,0,0,0
1049,1,Educational,0.1474,86.35,6.93,2520,4299,17.1,1,0,0,1
1050,1,Debt Consolidation,0.1632,565.02,5.64,4770,19607,76.9,0,0,0,0
1051,1,Debt Consolidation,0.16,175.79,16.3,3616,0,0,0,1,0,1
1052,1,Debt Consolidation,0.1442,206.3,4.88,2100,5565,43.1,0,0,0,0
1053,1,Debt Consolidation,0.1442,275.07,7,1949.958333,14867,57.6,2,0,0,0
1054,1,All Other,0.1474,207.23,12.32,1770,5825,48.5,0,0,0,0
1055,1,Debt Consolidation,0.1537,261.35,15.84,3210,5015,85,0,0,0,0
1056,1,Small Business,0.2011,623.4,21.34,3960,13337,59,0,1,1,1
1057,1,Debt Consolidation,0.1505,312.23,11.3,1770,12842,61.7,2,0,0,0
1058,1,Debt Consolidation,0.1632,529.71,10.37,3360,14517,91.3,2,0,1,0
1059,1,Debt Consolidation,0.16,527.36,7.83,6329.958333,18503,86.5,0,0,0,0
1060,1,Debt Consolidation,0.1576,659.61,14.23,5070,27550,94.6,2,1,1,0
1061,1,Debt Consolidation,0.1197,166,13.03,3510,14859,81.2,3,1,0,0
1062,1,Educational,0.1608,492.76,20.39,6269.958333,33627,74.7,1,0,0,1
1063,1,All Other,0.1166,198.32,7.07,6060,8224,52.1,0,0,0,0
1064,1,Debt Consolidation,0.1324,83.68,17.77,4859.958333,17807,81.3,3,0,1,1
1065,1,Home Improvement,0.1166,165.27,3.53,3120,669,15.6,0,0,0,0
1066,1,Educational,0.1197,135.29,14.59,5549.958333,5529,82.5,2,0,1,0
1067,1,Educational,0.1103,108.09,1.37,2339.958333,670,60.9,0,3,0,0
1068,1,Debt Consolidation,0.1261,134.03,22.83,2432,2876,61.2,2,0,1,0
1069,0,Educational,0.1482,414.93,10.24,1889.958333,19512,38.3,1,1,0,0
1070,0,All Other,0.164,353.55,12.37,5850.958333,188,37.6,1,5,0,0
1071,0,Major Purchase,0.1576,148.04,21.5,5519.958333,17817,55.5,1,0,0,1
1072,1,Debt Consolidation,0.1474,414.45,3.87,1829.958333,7810,37.5,1,0,0,0
1073,1,Debt Consolidation,0.1635,706.59,20.93,4863,22739,59.5,0,0,0,0
1074,1,Debt Consolidation,0.1726,687.06,9.78,3482,20732,96,0,0,0,0
1075,0,Debt Consolidation,0.1913,881.3,16.52,5485,19138,88.6,6,0,0,0
1076,0,Debt Consolidation,0.1496,346.45,16.19,6360,5494,83.2,4,0,0,0
1077,0,Debt Consolidation,0.16,175.79,22.9,3810,6632,26.8,5,0,1,0
1078,0,Debt Consolidation,0.1913,183.61,22.73,4709.958333,0,0,9,0,0,0
1079,1,All Other,0.1913,220.33,0.38,8370,234,3.3,2,1,0,0
1080,1,Debt Consolidation,0.1635,621.8,17.35,4980.041667,14555,70,0,0,0,0
1081,1,All Other,0.1461,193.07,17.58,5280.041667,1182,39.4,0,1,0,0
1082,1,All Other,0.1348,71.25,3.7,2910,1103,36.8,1,0,0,0
1083,1,Debt Consolidation,0.1645,583.73,15.1,4620.041667,19257,92.6,1,0,0,1
1084,1,Major Purchase,0.1348,61.07,1.3,1869,10201,65,0,0,0,0
1085,1,Debt Consolidation,0.1533,417.94,20.48,8011,88599,60.9,3,1,0,0
1086,1,Debt Consolidation,0.1533,208.97,11.26,1560.041667,5446,70.7,0,0,0,0
1087,1,Home Improvement,0.1719,142.99,9.35,4680.041667,4598,57.5,0,0,0,1
1088,1,Home Improvement,0.2016,893.85,2.35,6810.041667,366,4.3,0,2,0,0
1089,1,Debt Consolidation,0.1719,214.48,4.8,2700.041667,6451,97.7,0,0,0,0
1090,1,All Other,0.1496,259.85,17.6,6990,16517,31.2,0,0,0,0
1091,1,Debt Consolidation,0.1422,102.86,0.6,5940,3100,73.8,0,0,0,0
1092,1,Home Improvement,0.157,343.11,4.93,1740.041667,3221,27.3,1,0,0,0
1093,1,Debt Consolidation,0.1682,248.94,12.63,1560,5063,55,0,0,0,0
1094,1,Small Business,0.1496,346.47,20.77,4020,9710,58.1,2,0,0,0
1095,0,Debt Consolidation,0.128,161.27,12.61,2609,9212,56.9,0,3,0,0
1096,0,All Other,0.1312,202.52,1.02,539,1328,41.5,3,0,0,0
1097,0,Small Business,0.128,167.99,9.98,2519.958333,40238,63.2,10,0,0,0
1098,0,All Other,0.1533,487.59,9.49,2789,16075,80.4,1,1,0,1
1099,0,Debt Consolidation,0.128,161.27,10.29,3180,5070,72.4,3,1,0,0
1100,0,Debt Consolidation,0.1375,286.08,14.29,990,4206,75.1,1,0,0,0
1101,0,Debt Consolidation,0.1249,50.18,14.23,1230.041667,6312,60.7,4,0,0,0
1102,0,Debt Consolidation,0.1786,88.41,9.62,1230,1190,119,15,0,0,0
1103,1,Debt Consolidation,0.1392,51.21,20.7,2400.041667,1449,90.6,1,0,0,1
1104,1,All Other,0.1531,334.23,21.31,4023,34009,90.7,0,0,0,0
1105,1,Debt Consolidation,0.1392,204.83,15.64,3630,11206,71.8,0,0,0,0
1106,1,All Other,0.1531,452.6,21.51,2760.041667,12425,55.6,0,0,0,0
1107,1,Debt Consolidation,0.1505,260.19,15.06,9180,19469,84.8,1,1,0,1
1108,1,Major Purchase,0.1505,346.92,20.64,3030.041667,15350,37.5,1,0,0,0
1109,1,Small Business,0.1474,155.42,13.94,2191,21628,93.2,1,0,0,0
1110,1,Debt Consolidation,0.1442,206.3,13.57,5157,27254,80.4,0,0,0,0
1111,1,Educational,0.1379,54.53,14.68,5310.041667,23713,73.5,1,0,0,0
1112,1,Debt Consolidation,0.1632,176.57,8.67,1140,8517,71.6,2,0,0,1
1113,1,Small Business,0.1663,354.7,15.61,5528.958333,66526,93.6,3,0,0,0
1114,1,Small Business,0.16,281.26,23.13,3090.041667,31006,85.4,3,0,0,0
1115,1,Debt Consolidation,0.1537,146.36,6,1470,8597,56.9,1,0,0,0
1116,1,Debt Consolidation,0.16,210.95,18.62,1740.041667,5040,71,2,0,0,0
1117,1,All Other,0.1695,285.02,8.46,5100,47014,96.5,3,0,0,0
1118,1,Debt Consolidation,0.1853,706.5,13.88,1590.041667,0,0,1,0,0,0
1119,1,Educational,0.1695,171.01,9.36,1267.041667,2368,84.6,1,0,0,1
1120,1,Small Business,0.16,351.58,17.94,4320,15206,38,2,1,0,0
1121,1,All Other,0.1695,160.33,5.65,2611,1925,96.2,0,1,0,0
1122,1,Debt Consolidation,0.1635,176.65,7.52,1169,25505,60.7,2,0,0,0
1123,1,All Other,0.1505,138.77,22.48,6870.041667,4624,67,0,1,0,0
1124,1,Debt Consolidation,0.1632,370.8,9.97,1680.041667,10039,53.7,1,0,0,0
1125,1,Educational,0.1474,89.8,5.3,2737,4620,64.2,1,0,0,0
1126,1,All Other,0.1726,644.12,14.42,7170,3781,16.3,3,0,0,0
1127,1,Debt Consolidation,0.2121,816.14,15.45,3120.041667,10190,98.9,1,0,0,0
1128,1,Small Business,0.1565,166.19,19.14,4520.041667,12741,72.8,0,0,0,0
1129,1,Debt Consolidation,0.1531,452.6,16.34,3720.041667,14092,57.8,0,1,0,0
1130,1,Debt Consolidation,0.1607,612.38,9.9,7772.041667,12487,72.2,2,0,0,0
1131,1,Debt Consolidation,0.1496,304.88,16.35,2820.041667,14099,77.5,0,0,0,0
1132,1,Small Business,0.1531,208.9,8.76,1440,5531,79,3,0,0,0
1133,1,Debt Consolidation,0.1426,111.5,22.41,3450.041667,7986,81.5,1,0,1,1
1134,1,Debt Consolidation,0.1719,107.24,5.13,1161,1441,32,0,1,0,0
1135,1,Debt Consolidation,0.1461,206.86,12.95,11070.04167,8763,47.9,3,0,0,1
1136,1,All Other,0.167,701.16,18.18,3000.041667,12532,57,2,0,0,0
1137,1,All Other,0.1843,363.7,0.08,3540.041667,167,11.1,3,0,1,1
1138,0,Educational,0.1154,49.5,11.1,1049,0,0,2,0,0,0
1139,0,Educational,0.1375,495.52,19.1,6660.041667,26710,102.7,3,0,0,0
1140,0,Debt Consolidation,0.1343,508.53,2.16,3360.041667,3286,84.3,6,0,0,1
1141,0,All Other,0.1709,24.99,28.42,1208.041667,1878,22.6,3,0,0,0
1142,0,Educational,0.133,253.79,14.08,1960.041667,0,0,7,0,0,1
1143,0,Debt Consolidation,0.1362,163.17,21.03,6600,16140,81.8,13,0,1,0
1144,0,Debt Consolidation,0.133,406.07,8.64,991.0416667,15636,73.4,1,0,0,0
1145,0,Debt Consolidation,0.133,406.07,12.77,2430.041667,8480,19.1,4,2,0,0
1146,0,Debt Consolidation,0.1488,471.52,22.16,6840.041667,23802,62.8,6,0,0,1
1147,0,All Other,0.1204,66.47,0.96,1109,182,18.2,2,0,1,0
1148,0,All Other,0.1204,18.28,5.22,1109,182,18.2,2,0,1,0
1149,0,Debt Consolidation,0.1646,329.97,26.86,3600,18579,82.9,0,0,0,1
1150,0,Debt Consolidation,0.1292,188.48,8.2,1019.041667,18718,68.1,2,0,0,1
1151,0,Small Business,0.1482,138.31,24.79,7621,41190,75.2,4,0,0,0
1152,0,Debt Consolidation,0.1861,464.86,29.47,3990,22038,78.7,8,0,0,1
1153,0,Debt Consolidation,0.157,235.44,8.7,5279.958333,16690,91.2,4,0,0,1
1154,0,Small Business,0.1696,534.5,12.76,2190,49303,99.2,0,0,0,1
1155,0,Educational,0.1854,109.28,26.68,9840,20685,89.5,2,0,0,0
1156,1,Debt Consolidation,0.1474,86.35,19.08,1771,5002,32.1,3,0,0,0
1157,1,Debt Consolidation,0.1474,276.3,24.08,1921.958333,8441,66.5,1,0,1,0
1158,1,Debt Consolidation,0.1663,532.05,7.93,3029.958333,14608,94.9,1,0,0,0
1159,1,Educational,0.1568,113.76,11.8,1499.958333,3352,79.8,0,0,0,1
1160,1,All Other,0.1632,529.71,16.39,5310,7467,48.8,2,0,0,0
1161,1,Small Business,0.1505,416.3,2.48,4019.958333,4770,52.4,2,0,2,0
1162,1,All Other,0.1474,120.88,19.94,6180,36162,89.5,3,0,0,1
1163,1,All Other,0.1537,104.54,1,1800,1048,31.8,1,0,0,1
1164,1,All Other,0.1505,260.19,15.01,7500,82153,88.1,0,0,0,0
1165,1,Debt Consolidation,0.1505,294.88,13.75,1740,11131,57.7,1,0,0,1
1166,0,Debt Consolidation,0.1531,69.64,21.2,4350,12236,91.3,5,0,0,0
1167,0,Debt Consolidation,0.1531,174.08,3.23,4770,2910,63.3,4,0,0,0
1168,0,Small Business,0.2086,827.33,10.81,4860,109901,66.5,4,0,0,1
1169,0,All Other,0.1461,103.43,22.13,2940,37617,89.4,0,0,0,0
1170,0,Debt Consolidation,0.16,527.36,12.04,3690,17814,59.6,4,0,0,0
1171,0,All Other,0.1704,713.49,6.18,7650,162716,73.7,1,0,0,0
1172,0,Major Purchase,0.1565,279.89,9.21,7199.958333,1097,39.2,5,1,0,0
1173,0,All Other,0.1461,78.44,19.94,10079.95833,21081,56.5,5,0,0,1
1174,0,All Other,0.1531,149.71,5.13,2700,455,18.2,6,0,1,0
1175,0,Debt Consolidation,0.1496,346.45,17.79,3060.041667,7201,82.8,4,0,0,0
1176,0,Small Business,0.1496,424.41,21.36,7800.041667,63433,85.4,0,1,0,0
1177,0,Educational,0.16,527.36,12.89,3330,2328,59.7,5,0,0,0
1178,0,Home Improvement,0.1531,87.04,22.81,1920.041667,5276,85.1,6,0,0,0
1179,0,Major Purchase,0.1645,176.89,10.75,1410,6284,37.9,6,0,0,0
1180,0,All Other,0.1496,138.58,4.76,3180.041667,2381,37.2,5,0,0,1
1181,0,All Other,0.1913,110.17,5.33,1890,146,73,9,0,0,0
1182,0,Major Purchase,0.1704,231.89,20.81,1440,7483,94.8,6,0,0,0
1183,1,Debt Consolidation,0.1379,306.68,6.76,10471,7589,51.6,0,0,0,0
1184,1,Debt Consolidation,0.1411,308.06,8.21,3449.958333,19696,86.8,1,0,0,1
1185,1,Educational,0.1442,221.77,20.48,2070,18065,87.7,0,0,0,0
1186,1,Debt Consolidation,0.1316,108.07,11,3900,3371,48.2,1,0,0,1
1187,1,Debt Consolidation,0.1411,82.15,10.47,4620,5873,93.2,1,0,0,0
1188,1,All Other,0.1322,40.57,9.75,4457,8396,55.2,0,1,0,0
1189,1,All Other,0.1316,118.2,20.83,4199.958333,11740,83.3,3,0,0,0
1190,1,Educational,0.1347,84.81,16.33,3150,1159,38.6,1,0,0,0
1191,1,All Other,0.1411,410.75,7.23,3900,13018,81.4,3,1,0,1
1192,0,Debt Consolidation,0.1734,143.29,28.56,2669.958333,14951,82.1,5,1,0,0
1193,0,Debt Consolidation,0.1355,135.84,18.74,3540,16195,88.5,4,1,0,0
1194,0,Debt Consolidation,0.1703,107.01,28.3,7709.958333,42876,79.1,5,0,0,0
1195,0,All Other,0.1292,64.79,21.65,1050,11806,42.9,8,0,0,1
1196,0,Debt Consolidation,0.1292,252.42,14.78,7530,84355,95.9,4,0,0,0
1197,0,All Other,0.1229,160.1,14.64,4229.958333,20749,89.1,6,1,0,1
1198,0,Debt Consolidation,0.1576,63.95,25.07,1319.958333,5411,35.6,3,0,0,0
1199,0,All Other,0.1261,75.39,11.74,3359.958333,210,70,11,1,0,0
1200,0,All Other,0.1608,149.59,26.36,6960,6644,35.9,12,0,0,0
1201,0,Debt Consolidation,0.1286,252.2,8.93,1719,5528,87.7,4,0,0,1
1202,1,Educational,0.1461,137.91,3.16,7410,3864,52.9,2,0,0,1
1203,1,Educational,0.1461,144.8,15.28,3869.958333,15578,91.1,0,0,0,0
1204,1,All Other,0.1426,171.53,9.34,3660,4232,46,1,0,0,0
1205,1,Debt Consolidation,0.1739,286.78,19.59,7020,19892,67,1,0,1,0
1206,1,Debt Consolidation,0.1461,206.86,22.72,3390,22978,83.9,1,0,0,1
1207,1,Debt Consolidation,0.1843,500.09,24.04,4440,17783,98.8,1,0,0,0
1208,1,All Other,0.1565,104.96,1.68,1470,2654,39,2,1,0,0
1209,1,Debt Consolidation,0.1426,82.34,21.05,2580,8138,62.6,0,0,0,0
1210,1,Small Business,0.1947,184.49,1.78,7619.958333,4198,44.2,0,1,0,1
1211,1,All Other,0.1633,264.91,10.8,5249.958333,0,86.3,0,0,0,1
1212,1,All Other,0.1538,243.97,9.24,6540,33102,99.4,2,0,1,1
1213,1,All Other,0.1286,92.48,13.57,2519.958333,3109,42.6,2,0,0,0
1214,1,All Other,0.1304,219.14,6.76,6167.958333,20227,41,3,1,0,1
1215,1,Major Purchase,0.1272,59.57,10.64,3179.958333,1030,4.6,0,3,0,0
1216,1,All Other,0.1588,245.69,24.19,5375.958333,590,84.3,0,0,0,0
1217,1,Debt Consolidation,0.06,216.38,12.09,2550,14320,67.5,1,0,0,0
1218,1,Small Business,0.1462,517.2,11.56,4649.958333,13706,45.7,1,1,0,1
1219,1,Educational,0.1304,134.86,12.8,8130,6793,31.4,3,2,0,0
1220,1,All Other,0.1367,217.72,24.03,4739.958333,36475,92.3,3,0,0,0
1221,1,Debt Consolidation,0.143,274.59,23.27,3000,11531,76.9,1,0,0,0
1222,1,Debt Consolidation,0.1272,134.24,3.98,1830,5490,12.2,0,0,0,0
1223,1,Debt Consolidation,0.1872,876.36,19.8,3271,23555,60.3,1,0,1,1
1224,1,Educational,0.1493,346.32,12.85,4052.041667,18810,59.5,0,0,0,0
1225,0,All Other,0.1501,145.62,10.69,2969,3028,9.8,10,1,0,0
1226,0,All Other,0.1312,118.14,3.94,1739.958333,2680,57,0,2,0,0
1227,0,All Other,0.1861,291.68,6.87,4049.958333,378,5,0,11,1,0
1228,0,Debt Consolidation,0.1418,143.92,9.2,4799.958333,5509,96.6,1,1,1,1
1229,0,Debt Consolidation,0.1482,167.7,10.4,3600,6171,67.1,1,3,1,1
1230,0,Home Improvement,0.1766,163.72,24.46,5790,16723,70.6,0,0,0,0
1231,0,Debt Consolidation,0.1565,69.98,7.02,8190.041667,2999,39.5,6,0,0,1
1232,1,All Other,0.1426,102.92,14.97,4066,4740,39.5,0,1,0,0
1233,1,Debt Consolidation,0.1496,194.02,4,3180.041667,3839,76.8,0,0,1,1
1234,1,Major Purchase,0.1513,173.65,2.74,1126.958333,591,84.4,3,0,0,0
1235,1,Debt Consolidation,0.1186,99.44,7.47,2550,1064,70.9,2,0,1,0
1236,1,Educational,0.1533,444.05,19.52,2700.958333,33074,68.8,2,0,0,0
1237,1,All Other,0.1186,94.47,2.8,5460,2850,75,0,1,0,0
1238,1,Small Business,0.1565,699.69,1.53,3603.958333,4569,56.4,1,0,0,0
1239,1,Debt Consolidation,0.1467,248.43,20.76,3750,13552,69.1,0,1,0,0
1240,1,Debt Consolidation,0.1249,301.04,5.08,3690,26233,62.9,3,0,1,1
1241,1,Small Business,0.1249,284.32,6.38,7229.958333,1196,12,3,4,0,0
1242,1,Debt Consolidation,0.1186,265.18,11.31,1560,5867,74.3,1,0,0,0
1243,1,Educational,0.1154,211.17,1.83,3421.041667,11200,23.2,1,0,0,0
1244,1,Debt Consolidation,0.1186,165.74,7.02,2789.041667,2197,75.8,0,2,0,1
1245,1,All Other,0.1375,81.74,24.08,2820,11675,75.8,1,0,0,0
1246,1,Debt Consolidation,0.1596,421.65,20.82,6750.041667,14534,48.9,3,1,0,0
1247,1,All Other,0.1312,405.03,18.25,4358,5861,53.8,2,0,0,0
1248,1,All Other,0.1154,131.99,9.14,3990,463,92.6,0,0,0,0
1249,1,Educational,0.1438,687.25,16.05,2190,27293,86.6,0,0,0,0
1250,1,All Other,0.128,537.57,12.43,2580,4281,63,3,0,0,0
1251,0,Home Improvement,0.1703,107.01,25.03,7950,43878,94.8,0,0,0,0
1252,0,Debt Consolidation,0.1418,181.61,10.04,5100,3729,70.4,3,0,0,0
1253,0,All Other,0.1854,145.7,28.41,1740,18242,70.2,0,0,0,0
1254,0,All Other,0.138,170.41,17.88,509.9583333,2229,34.8,2,0,0,0
1255,0,All Other,0.1412,205.42,9.01,5219.958333,4050,34.6,4,3,0,1
1256,0,Small Business,0.1412,239.66,6.24,2490,8558,80.7,3,0,0,0
1257,0,Small Business,0.1355,169.8,7.79,1964.958333,10978,98.9,4,0,0,0
1258,0,Small Business,0.1601,281.3,5.93,2819.958333,50545,54.6,0,0,0,0
1259,0,Small Business,0.1412,134.38,12.37,3059.958333,11162,40,3,0,0,0
1260,0,Debt Consolidation,0.1741,622.13,16.92,5490,4693,28.8,8,0,1,1
1261,0,Debt Consolidation,0.1362,81.59,15.53,1470,1233,35.2,1,0,0,0
1262,0,Debt Consolidation,0.1583,286.73,22.25,4440,276,92,6,0,1,0
1263,0,Small Business,0.1804,682.76,19.33,5160,5094,71.7,3,1,0,1
1264,0,Debt Consolidation,0.1343,186.46,16.03,2159.958333,3132,97.9,4,0,0,0
1265,0,Debt Consolidation,0.128,67.2,2.58,1830,1123,23.1,4,2,0,1
1266,1,Educational,0.1316,81.05,19.1,3600,5396,23.1,2,0,1,0
1267,1,Small Business,0.1663,780.34,14.96,4980,27302,34.8,0,0,0,0
1268,1,Home Improvement,0.1442,292.26,6.11,9300,7429,91.1,1,0,0,0
1269,0,All Other,0.1513,208.38,13.5,6318,1184,29.6,5,3,1,0
1270,0,Home Improvement,0.164,153.8,24.71,3300,12160,48.6,14,0,0,0
1271,0,Debt Consolidation,0.1387,170.58,6.69,1889,6782,78.9,2,0,0,0
1272,0,Small Business,0.1482,331.95,15.73,2730.041667,21712,73.9,12,0,0,0
1273,0,Debt Consolidation,0.1482,259.33,15.38,4319.041667,4474,71,2,1,0,0
1274,0,Debt Consolidation,0.1513,416.75,15.73,5490,22917,38.6,3,1,0,0
1275,0,Debt Consolidation,0.1576,413.46,18.96,5850,15827,82,1,0,0,0
1276,1,Debt Consolidation,0.167,319.52,6.83,1140,8419,65.8,0,0,0,0
1277,1,Debt Consolidation,0.1774,720.42,8.89,5069.958333,24724,46.1,3,2,0,1
1278,1,Home Improvement,0.1496,173.23,16.99,8550,9586,41.5,2,4,0,0
1279,1,Debt Consolidation,0.1913,257.05,13.52,8130,7461,99.5,0,0,0,0
1280,1,Major Purchase,0.16,210.95,13.42,5130,4543,29.5,2,0,2,0
1281,1,Debt Consolidation,0.16,457.05,18.87,3090,18554,79.6,1,0,0,0
1282,1,Debt Consolidation,0.167,568.03,8.52,4380,31961,87.9,1,0,0,0
1283,1,Debt Consolidation,0.1496,190.55,18.74,4080,10655,58.2,2,0,0,0
1284,1,Educational,0.2017,745.01,15.93,1560,4569,95.2,0,0,0,0
1285,1,Debt Consolidation,0.1496,259.84,17.51,2340,9805,30.5,2,0,0,0
