,Transaction_Id,Legal_Entity,Country,Correspondent_Name,Correspondent_Account,Counterparty,Settlement_Currency,Transaction_Date,Settlement_Date,Settlement_Time,Status,Direction,Settlement_Amount,Net_Settlement_Amount,Opening_Balance,Available,Expected,Processing,Anticipated,Collateral,Outlook_Amount,Forecast_Amount
4677,TXN2021101501644060A1,UK_PLC,HONG KONG,"China Construction Bank (Asia) Corporation Limited, Hong Kong",4444 3007 5500,HSBC Hong Kong,HKD,2021-10-15,2021-10-15,15:38:33,Cleared,OUT,25499.67,-25499.67,,-25499.67,,-25499.67,,,-25499.67,-25499.67
4678,TXN2021101501644061A1,US_BRANCH,UNITED STATES,Account 2,RAND-0038,Commerzbank,USD,2021-10-15,2021-10-15,15:38:50,Indicated,OUT,5642.79,-5642.79,,,,,-5642.79,,,-5642.79
4679,TXN2021101501644062A1,AU_BRANCH,GERMANY,"Deutsche Bank AG, Frankfurt am Main",100 8885417 1000,Julius Baer Group,EUR,2021-10-15,2021-10-15,15:38:52,Cleared,OUT,5224.63,-5224.63,,-5224.63,,-5224.63,,,-5224.63,-5224.63
4680,TXN2021101501644063A1,HK_BRANCH,UNITED KINGDOM,Lloyds Bank plc,14441004,Argenta,GBP,2021-10-15,2021-10-15,15:38:56,Matched,OUT,6754.98,-6754.98,,,-6754.98,,,,-6754.98,-6754.98
4681,TXN2021101501644064A1,EU_BRANCH,FRANCE,Account 13,RAND-0013,Standard Chartered,EUR,2021-10-15,2021-10-15,15:39:09,Confirm,OUT,15303.04,-15303.04,,,-15303.04,,,,-15303.04,-15303.04
4682,TXN2021101501644065A1,EU_BRANCH,SWITZERLAND,"Credit Suisse AG, Zurich",0835-0970333-53-000,Société Générale,CHF,2021-10-15,2021-10-15,15:39:11,Deal,IN,3592.28,3592.28,,,3592.28,,,,3592.28,3592.28
4683,TXN2021101501644066A1,JP_BRANCH,GERMANY,"Deutsche Bank AG, Frankfurt am Main",100 8885417 1000,Société Générale,EUR,2021-10-15,2021-10-15,15:39:19,Matched,IN,9705.94,9705.94,,,9705.94,,,,9705.94,9705.94
4684,TXN2021101501644067A1,CH_BRANCH,AUSTRALIA,Lloyds Bank plc,ATOTI-0010,HSBC Hong Kong,CHF,2021-10-15,2021-10-15,15:39:19,Advised,OUT,4854.59,-4854.59,,,-4854.59,,,,-4854.59,-4854.59
4685,TXN2021101501644068A1,US_BRANCH,UNITED KINGDOM,Lloyds Bank plc,14441004,Macquarie Bank,GBP,2021-10-15,2021-10-15,15:39:21,Confirm,IN,7258.88,7258.88,,,7258.88,,,,7258.88,7258.88
4686,TXN2021101501644069A1,AU_BRANCH,UNITED KINGDOM,"Barclays Bank PLC, London",20325555629413,Wells Fargo,GBP,2021-10-15,2021-10-15,15:39:24,Matched,OUT,3014.3,-3014.3,,,-3014.3,,,,-3014.3,-3014.3
4687,TXN2021101501644070A1,JP_BRANCH,JAPAN,Account 9,RAND-0027,Argenta,JPY,2021-10-15,2021-10-15,15:39:29,Matched,IN,410758.8,410758.8,,,410758.8,,,,410758.8,410758.8
4688,TXN2021101501644071A1,HK_BRANCH,HONG KONG,RBS,ATOTI-0023,Wells Fargo,HKD,2021-10-15,2021-10-15,15:39:49,Confirm,OUT,71244.38,-71244.38,,,-71244.38,,,,-71244.38,-71244.38
4689,TXN2021101501644072A1,AU_BRANCH,AUSTRALIA,Account 2,RAND-0001,Julius Baer Group,AUD,2021-10-15,2021-10-15,15:39:53,Held,IN,5735.11,5735.11,,,,5735.11,,,5735.11,5735.11
4690,TXN2021101501644073A1,JP_BRANCH,JAPAN,Account 11,RAND-0029,Argenta,JPY,2021-10-15,2021-10-15,15:39:54,Deal,OUT,1902489.32,-1902489.32,,,-1902489.32,,,,-1902489.32,-1902489.32
4691,TXN2021101501644074A1,CH_BRANCH,UNITED KINGDOM,"Barclays Bank PLC, London",20325555629413,Argenta,GBP,2021-10-15,2021-10-15,15:39:57,Settled,OUT,1234.56,-1234.56,,-1234.56,,,,,-1234.56,-1234.56
4692,TXN2021101501644075A1,US_BRANCH,UNITED STATES,MUFG Bank ltd,ATOTI-0042,Argenta,USD,2021-10-15,2021-10-15,15:39:58,Behavioural,IN,832.75,832.75,,,,,832.75,,,832.75
4693,TXN2021101501644076A1,UK_PLC,UNITED KINGDOM,Account 15,RAND-0033,Julius Baer Group,GBP,2021-10-15,2021-10-15,15:40:07,Advised,IN,8132.35,8132.35,,,8132.35,,,,8132.35,8132.35
4694,TXN2021101501644077A1,AU_BRANCH,AUSTRALIA,Account 3,RAND-0003,Julius Baer Group,AUD,2021-10-15,2021-10-15,15:40:16,Behavioural,OUT,3849.83,-3849.83,,,,,-3849.83,,,-3849.83
4695,TXN2021101501644078A1,JP_BRANCH,JAPAN,Lloyds,ATOTI-0025,Argenta,JPY,2021-10-15,2021-10-15,15:40:19,Cancel,IN,394972.51,394972.51,,394972.51,,,,,394972.51,394972.51
4696,TXN2021101501644079A1,JP_BRANCH,JAPAN,Account 8,RAND-0026,Argenta,JPY,2021-10-15,2021-10-15,15:40:23,Cleared,OUT,40879.66,-40879.66,,-40879.66,,-40879.66,,,-40879.66,-40879.66
4697,TXN2021101501644080A1,JP_BRANCH,JAPAN,Account 7,RAND-0025,Société Générale,JPY,2021-10-15,2021-10-15,15:40:27,Matched,OUT,998305.45,-998305.45,,,-998305.45,,,,-998305.45,-998305.45
4698,TXN2021101501644081A1,AU_BRANCH,AUSTRALIA,Account 4,RAND-0004,HSBC Hong Kong,AUD,2021-10-15,2021-10-15,15:40:31,Matched,OUT,17235.8,-17235.8,,,-17235.8,,,,-17235.8,-17235.8
4699,TXN2021101501644082A1,AU_BRANCH,AUSTRALIA,Account 5,RAND-0005,Standard Chartered,AUD,2021-10-15,2021-10-15,15:40:37,Rejected,IN,9250.33,9250.33,,9250.33,,,,,9250.33,9250.33
4700,TXN2021101501644083A1,US_BRANCH,UNITED STATES,Account 3,RAND-0039,Wells Fargo,USD,2021-10-15,2021-10-15,15:40:46,Confirm,IN,17544.11,17544.11,,,17544.11,,,,17544.11,17544.11
4701,TXN2021101501644084A1,CH_BRANCH,AUSTRALIA,Lloyds Bank plc,ATOTI-0010,Argenta,CHF,2021-10-15,2021-10-15,15:40:55,Behavioural,OUT,1817.27,-1817.27,,,,,-1817.27,,,-1817.27
4702,TXN2021101501644085A1,CH_BRANCH,AUSTRALIA,Account 12,RAND-0012,Sumitomo Mitsui Financial Group,CHF,2021-10-15,2021-10-15,15:41:06,Deal,OUT,2586.64,-2586.64,,,-2586.64,,,,-2586.64,-2586.64
4703,TXN2021101501644086A1,US_BRANCH,UNITED STATES,Lloyds Bank plc,ATOTI-0039,Julius Baer Group,USD,2021-10-15,2021-10-15,15:41:14,Advised,IN,5470.86,5470.86,,,5470.86,,,,5470.86,5470.86
4704,TXN2021101501644087A1,AU_BRANCH,UNITED KINGDOM,"Barclays Bank PLC, London",20325555629413,Julius Baer Group,GBP,2021-10-15,2021-10-15,15:41:17,Behavioural,OUT,1479.31,-1479.31,,,,,-1479.31,,,-1479.31
4705,TXN2021101501644088A1,JP_BRANCH,JAPAN,Account 10,RAND-0028,Argenta,JPY,2021-10-15,2021-10-15,15:41:20,Matched,IN,1532696.62,1532696.62,,,1532696.62,,,,1532696.62,1532696.62
4706,TXN2021101501644089A1,HK_BRANCH,HONG KONG,Account 6,RAND-0024,Standard Chartered,HKD,2021-10-15,2021-10-15,15:41:21,Deal,IN,44299.89,44299.89,,,44299.89,,,,44299.89,44299.89
4707,TXN2021101501644090A1,EU_BRANCH,FRANCE,Account 14,RAND-0014,Wells Fargo,EUR,2021-10-15,2021-10-15,15:41:22,Confirm,IN,5601.56,5601.56,,,5601.56,,,,5601.56,5601.56
4708,TXN2021101501644091A1,HK_BRANCH,HONG KONG,RBS,ATOTI-0023,Standard Chartered,HKD,2021-10-15,2021-10-15,15:41:28,Cancel,OUT,15272.51,-15272.51,,-15272.51,,,,,-15272.51,-15272.51
4709,TXN2021101501644092A1,US_BRANCH,UNITED STATES,Account 5,RAND-0041,HSBC Hong Kong,USD,2021-10-15,2021-10-15,15:41:29,Held,IN,1087.52,1087.52,,,,1087.52,,,1087.52,1087.52
4710,TXN2021101501644093A1,US_BRANCH,UNITED STATES,Lloyds Bank plc,ATOTI-0039,Wells Fargo,USD,2021-10-15,2021-10-15,15:41:33,Cleared,OUT,1736.35,-1736.35,,-1736.35,,-1736.35,,,-1736.35,-1736.35
4711,TXN2021101501644094A1,CH_BRANCH,AUSTRALIA,Account 12,RAND-0012,Société Générale,CHF,2021-10-15,2021-10-15,15:41:40,Confirm,IN,9281.61,9281.61,,,9281.61,,,,9281.61,9281.61
4712,TXN2021101501644095A1,HK_BRANCH,BELGIUM,ING Bank NV/SA,BE363011110005781,Sumitomo Mitsui Financial Group,EUR,2021-10-15,2021-10-15,15:41:49,Deal,OUT,11472.54,-11472.54,,,-11472.54,,,,-11472.54,-11472.54
4713,TXN2021101501644096A1,JP_BRANCH,JAPAN,"Australia and New Zealand Banking Group Limited, Australia",ATOTI-0030,Sumitomo Mitsui Financial Group,JPY,2021-10-15,2021-10-15,15:41:52,Cleared,OUT,358204.98,-358204.98,,-358204.98,,-358204.98,,,-358204.98,-358204.98
4714,TXN2021101501644097A1,CH_BRANCH,HONG KONG,CMB Wing Lung Bank Ltd,6011950999,Société Générale,HKD,2021-10-15,2021-10-15,15:42:05,Behavioural,IN,67275.21,67275.21,,,,,67275.21,,,67275.21
4715,TXN2021101501644098A1,EU_BRANCH,UNITED KINGDOM,"Barclays Bank PLC, London",20325555629413,HSBC Hong Kong,GBP,2021-10-15,2021-10-15,15:42:06,Held,IN,2905.38,2905.38,,,,2905.38,,,2905.38,2905.38
4716,TXN2021101501644099A1,EU_BRANCH,GERMANY,HSBC,ATOTI-0018,HSBC Hong Kong,EUR,2021-10-15,2021-10-15,15:42:06,Rejected,IN,8886.94,8886.94,,8886.94,,,,,8886.94,8886.94
4717,TXN2021101501644100A1,CH_BRANCH,BELGIUM,ING Bank NV/SA,BE363011110005781,Société Générale,EUR,2021-10-15,2021-10-15,15:42:27,Cleared,OUT,6260.01,-6260.01,,-6260.01,,-6260.01,,,-6260.01,-6260.01
4718,TXN2021101501644101A1,CH_BRANCH,AUSTRALIA,Account 8,RAND-0008,Wells Fargo,CHF,2021-10-15,2021-10-15,15:42:28,Advised,IN,18461.3,18461.3,,,18461.3,,,,18461.3,18461.3
4719,TXN2021101501644102A1,US_BRANCH,UNITED STATES,Account 1,RAND-0037,Julius Baer Group,USD,2021-10-15,2021-10-15,15:42:29,Rejected,IN,8590.07,8590.07,,8590.07,,,,,8590.07,8590.07
4720,TXN2021101501644103A1,UK_PLC,UNITED KINGDOM,"China Construction Bank (Asia) Corporation Limited, Hong Kong",ATOTI-0032,Macquarie Bank,GBP,2021-10-15,2021-10-15,15:42:41,Matched,OUT,3756.75,-3756.75,,,-3756.75,,,,-3756.75,-3756.75
4721,TXN2021101501644104A1,US_BRANCH,UNITED STATES,Account 5,RAND-0041,Commerzbank,USD,2021-10-15,2021-10-15,15:42:43,Deal,OUT,11014.8,-11014.8,,,-11014.8,,,,-11014.8,-11014.8
4722,TXN2021101501644105A1,US_BRANCH,HONG KONG,"China Construction Bank (Asia) Corporation Limited, Hong Kong",4444 3007 5500,Commerzbank,HKD,2021-10-15,2021-10-15,15:42:55,Cleared,IN,116098.86,116098.86,,116098.86,,116098.86,,,116098.86,116098.86
4723,TXN2021101501644106A1,AU_BRANCH,AUSTRALIA,"Citibank NA, New York",ATOTI-0004,Société Générale,AUD,2021-10-15,2021-10-15,15:43:04,Matched,IN,16596.2,16596.2,,,16596.2,,,,16596.2,16596.2
4724,TXN2021101501644107A1,HK_BRANCH,SWITZERLAND,"UBS AG, Zurich",06660000087750050000P,Julius Baer Group,CHF,2021-10-15,2021-10-15,15:43:05,Deal,IN,4705.35,4705.35,,,4705.35,,,,4705.35,4705.35
4725,TXN2021101501644108A1,CH_BRANCH,HONG KONG,CMB Wing Lung Bank Ltd,6011950999,Sumitomo Mitsui Financial Group,HKD,2021-10-15,2021-10-15,15:43:05,Held,OUT,31117.93,-31117.93,,,,-31117.93,,,-31117.93,-31117.93
4726,TXN2021101501644109A1,JP_BRANCH,JAPAN,Account 11,RAND-0029,Macquarie Bank,JPY,2021-10-15,2021-10-15,15:43:06,Indicated,OUT,497639.41,-497639.41,,,,,-497639.41,,,-497639.41
4727,TXN2021101501644110A1,JP_BRANCH,JAPAN,Mitsui,ATOTI-0027,Société Générale,JPY,2021-10-15,2021-10-15,15:43:12,Matched,IN,1305638.45,1305638.45,,,1305638.45,,,,1305638.45,1305638.45
4728,TXN2021101501644111A1,US_BRANCH,UNITED STATES,Account 6,RAND-0042,HSBC Hong Kong,USD,2021-10-15,2021-10-15,15:43:20,Indicated,IN,414.83,414.83,,,,,414.83,,,414.83
4729,TXN2021101501644112A1,US_BRANCH,JAPAN,Mizuho Bank Limited,2222010,Sumitomo Mitsui Financial Group,JPY,2021-10-15,2021-10-15,15:43:29,Cleared,OUT,455463.04,-455463.04,,-455463.04,,-455463.04,,,-455463.04,-455463.04
4730,TXN2021101501644113A1,AU_BRANCH,AUSTRALIA,"Australia and New Zealand Banking Group Limited, Australia",ATOTI-0001,Macquarie Bank,AUD,2021-10-15,2021-10-15,15:43:38,Indicated,OUT,2543.56,-2543.56,,,,,-2543.56,,,-2543.56
4731,TXN2021101501644114A1,US_BRANCH,HONG KONG,"China Construction Bank (Asia) Corporation Limited, Hong Kong",4444 3007 5500,Sumitomo Mitsui Financial Group,HKD,2021-10-15,2021-10-15,15:43:51,Cleared,OUT,27580.31,-27580.31,,-27580.31,,-27580.31,,,-27580.31,-27580.31
4732,TXN2021101501644115A1,HK_BRANCH,JAPAN,MUFG Bank ltd,333-0420700,Sumitomo Mitsui Financial Group,JPY,2021-10-15,2021-10-15,15:43:53,Deal,OUT,967908.09,-967908.09,,,-967908.09,,,,-967908.09,-967908.09
4733,TXN2021101501644116A1,UK_PLC,UNITED KINGDOM,"J.P Morgan Chase Bank, New York",ATOTI-0036,Sumitomo Mitsui Financial Group,GBP,2021-10-15,2021-10-15,15:43:57,Cleared,IN,6026.69,6026.69,,6026.69,,6026.69,,,6026.69,6026.69
4734,TXN2021101501644117A1,UK_PLC,UNITED KINGDOM,"Credit Suisse AG, Zurich",ATOTI-0035,Standard Chartered,GBP,2021-10-15,2021-10-15,15:44:03,Settled,OUT,5043.95,-5043.95,,-5043.95,,,,,-5043.95,-5043.95
4735,TXN2021101501644118A1,JP_BRANCH,JAPAN,Bank of China,ATOTI-0028,Wells Fargo,JPY,2021-10-15,2021-10-15,15:44:18,Deal,OUT,699040.07,-699040.07,,,-699040.07,,,,-699040.07,-699040.07
4736,TXN2021101501644119A1,CH_BRANCH,JAPAN,MUFG Bank ltd,333-0420700,Commerzbank,JPY,2021-10-15,2021-10-15,15:44:23,Contracted,IN,237279.04,237279.04,,,237279.04,,,,237279.04,237279.04
4737,TXN2021101501644120A1,UK_PLC,SWITZERLAND,"Credit Suisse AG, Zurich",0835-0970333-53-000,Wells Fargo,CHF,2021-10-15,2021-10-15,15:44:25,Confirm,OUT,15645.63,-15645.63,,,-15645.63,,,,-15645.63,-15645.63
4738,TXN2021101501644121A1,CH_BRANCH,AUSTRALIA,Lloyds Bank plc,ATOTI-0010,Commerzbank,CHF,2021-10-15,2021-10-15,15:44:30,Behavioural,OUT,1681.98,-1681.98,,,,,-1681.98,,,-1681.98
4739,TXN2021101501644122A1,CH_BRANCH,AUSTRALIA,"Deutsche Bank AG, Frankfurt am Main",ATOTI-0008,Commerzbank,CHF,2021-10-15,2021-10-15,15:44:32,Matched,IN,2726.17,2726.17,,,2726.17,,,,2726.17,2726.17
4740,TXN2021101501644123A1,US_BRANCH,UNITED STATES,Lloyds Bank plc,ATOTI-0039,Sumitomo Mitsui Financial Group,USD,2021-10-15,2021-10-15,15:44:43,Contracted,IN,10380.54,10380.54,,,10380.54,,,,10380.54,10380.54
4741,TXN2021101501644124A1,EU_BRANCH,HONG KONG,CMB Wing Lung Bank Ltd,6011950999,Sumitomo Mitsui Financial Group,HKD,2021-10-15,2021-10-15,15:44:44,Contracted,OUT,40823.81,-40823.81,,,-40823.81,,,,-40823.81,-40823.81
4742,TXN2021101501644125A1,UK_PLC,UNITED STATES,"Citibank NA, New York",36266668,Argenta,USD,2021-10-15,2021-10-15,15:44:44,Settled,OUT,3655.71,-3655.71,,-3655.71,,,,,-3655.71,-3655.71
4743,TXN2021101501644126A1,JP_BRANCH,JAPAN,Mitsui,ATOTI-0027,Standard Chartered,JPY,2021-10-15,2021-10-15,15:44:44,Cleared,OUT,328385.1,-328385.1,,-328385.1,,-328385.1,,,-328385.1,-328385.1
4744,TXN2021101501644127A1,CH_BRANCH,HONG KONG,CMB Wing Lung Bank Ltd,6011950999,HSBC Hong Kong,HKD,2021-10-15,2021-10-15,15:44:55,Collateral,OUT,47520.91,-47520.91,,,,,,-47520.91,,-47520.91
4745,TXN2021101501644128A1,AU_BRANCH,GERMANY,"Deutsche Bank AG, Frankfurt am Main",100 8885417 1000,Julius Baer Group,EUR,2021-10-15,2021-10-15,15:45:09,Confirm,IN,26254.56,26254.56,,,26254.56,,,,26254.56,26254.56
4746,TXN2021101501644129A1,EU_BRANCH,BELGIUM,Account 17,RAND-0017,Société Générale,EUR,2021-10-15,2021-10-15,15:45:21,Matched,IN,11541.87,11541.87,,,11541.87,,,,11541.87,11541.87
4747,TXN2021101501644130A1,HK_BRANCH,HONG KONG,Account 2,RAND-0020,Standard Chartered,HKD,2021-10-15,2021-10-15,15:45:30,Advised,IN,47574.73,47574.73,,,47574.73,,,,47574.73,47574.73
4748,TXN2021101501644131A1,CH_BRANCH,HONG KONG,CMB Wing Lung Bank Ltd,6011950999,Société Générale,HKD,2021-10-15,2021-10-15,15:45:32,Matched,IN,93377.98,93377.98,,,93377.98,,,,93377.98,93377.98
4749,TXN2021101501644132A1,AU_BRANCH,AUSTRALIA,Account 1,RAND-0001,Julius Baer Group,AUD,2021-10-15,2021-10-15,15:45:35,Cancel,IN,29967.34,29967.34,,29967.34,,,,,29967.34,29967.34
4750,TXN2021101501644133A1,US_BRANCH,UNITED STATES,MUFG Bank ltd,ATOTI-0042,Société Générale,USD,2021-10-15,2021-10-15,15:45:48,Indicated,IN,2405.83,2405.83,,,,,2405.83,,,2405.83
4751,TXN2021101501644134A1,HK_BRANCH,HONG KONG,DEXIA,ATOTI-0019,Société Générale,HKD,2021-10-15,2021-10-15,15:45:49,Contracted,OUT,90887.79,-90887.79,,,-90887.79,,,,-90887.79,-90887.79
4752,TXN2021101501644135A1,JP_BRANCH,JAPAN,Account 7,RAND-0025,Argenta,JPY,2021-10-15,2021-10-15,15:45:52,Held,OUT,377357.36,-377357.36,,,,-377357.36,,,-377357.36,-377357.36
4753,TXN2021101501644136A1,EU_BRANCH,SWITZERLAND,"Credit Suisse AG, Zurich",0835-0970333-53-000,Macquarie Bank,CHF,2021-10-15,2021-10-15,15:45:53,Behavioural,IN,5920.81,5920.81,,,,,5920.81,,,5920.81
4754,TXN2021101501644137A1,HK_BRANCH,HONG KONG,Abbey,ATOTI-0021,Sumitomo Mitsui Financial Group,HKD,2021-10-15,2021-10-15,15:45:55,Cleared,OUT,17818.27,-17818.27,,-17818.27,,-17818.27,,,-17818.27,-17818.27
4755,TXN2021101501644138A1,JP_BRANCH,JAPAN,TSB,ATOTI-0026,HSBC Hong Kong,JPY,2021-10-15,2021-10-15,15:46:05,Confirm,OUT,1304138.28,-1304138.28,,,-1304138.28,,,,-1304138.28,-1304138.28
4756,TXN2021101501644139A1,EU_BRANCH,FRANCE,JPMorgan,ATOTI-0015,Wells Fargo,EUR,2021-10-15,2021-10-15,15:46:06,Confirm,OUT,8535.49,-8535.49,,,-8535.49,,,,-8535.49,-8535.49
4757,TXN2021101501644140A1,CH_BRANCH,AUSTRALIA,ING Bank NV/SA,ATOTI-0009,Wells Fargo,CHF,2021-10-15,2021-10-15,15:46:10,Advised,OUT,8553.04,-8553.04,,,-8553.04,,,,-8553.04,-8553.04
4758,TXN2021101501644141A1,UK_PLC,UNITED KINGDOM,"Barclays Bank PLC, London",ATOTI-0031,Société Générale,GBP,2021-10-15,2021-10-15,15:46:13,Confirm,OUT,7011.77,-7011.77,,,-7011.77,,,,-7011.77,-7011.77
4759,TXN2021101501644142A1,US_BRANCH,JAPAN,Mizuho Bank Limited,2222010,Julius Baer Group,JPY,2021-10-15,2021-10-15,15:46:30,Confirm,IN,1024941.75,1024941.75,,,1024941.75,,,,1024941.75,1024941.75
4760,TXN2021101501644143A1,AU_BRANCH,AUSTRALIA,"Barclays Bank PLC, London",ATOTI-0002,Standard Chartered,AUD,2021-10-15,2021-10-15,15:46:36,Indicated,OUT,1201.22,-1201.22,,,,,-1201.22,,,-1201.22
4761,TXN2021101501644144A1,UK_PLC,JAPAN,MUFG Bank ltd,333-0420700,Standard Chartered,JPY,2021-10-15,2021-10-15,15:46:48,Held,OUT,1183045.13,-1183045.13,,,,-1183045.13,,,-1183045.13,-1183045.13
4762,TXN2021101501644145A1,EU_BRANCH,UNITED KINGDOM,"Barclays Bank PLC, London",20325555629413,Macquarie Bank,GBP,2021-10-15,2021-10-15,15:47:01,Matched,OUT,12735.24,-12735.24,,,-12735.24,,,,-12735.24,-12735.24
4763,TXN2021101501644146A1,US_BRANCH,GERMANY,"Deutsche Bank AG, Frankfurt am Main",100 8885417 1000,Macquarie Bank,EUR,2021-10-15,2021-10-15,15:47:05,Deal,OUT,21867.34,-21867.34,,,-21867.34,,,,-21867.34,-21867.34
4764,TXN2021101501644147A1,EU_BRANCH,FRANCE,"UBS AG, Zurich",ATOTI-0014,Commerzbank,EUR,2021-10-15,2021-10-15,15:47:14,Cleared,OUT,418.08,-418.08,,-418.08,,-418.08,,,-418.08,-418.08
4765,TXN2021101501644148A1,AU_BRANCH,AUSTRALIA,"Citibank NA, New York",ATOTI-0004,Société Générale,AUD,2021-10-15,2021-10-15,15:47:31,Contracted,OUT,11045.58,-11045.58,,,-11045.58,,,,-11045.58,-11045.58
4766,TXN2021101501644149A1,HK_BRANCH,HONG KONG,Abbey,ATOTI-0021,Standard Chartered,HKD,2021-10-15,2021-10-15,15:47:32,Rejected,OUT,29554.13,-29554.13,,-29554.13,,,,,-29554.13,-29554.13
4767,TXN2021101501644150A1,AU_BRANCH,AUSTRALIA,"Australia and New Zealand Banking Group Limited, Australia",ATOTI-0001,Sumitomo Mitsui Financial Group,AUD,2021-10-15,2021-10-15,15:47:36,Deal,OUT,7960.55,-7960.55,,,-7960.55,,,,-7960.55,-7960.55
4768,TXN2021101501644151A1,EU_BRANCH,GERMANY,Account 18,RAND-0018,Standard Chartered,EUR,2021-10-15,2021-10-15,15:47:42,Held,OUT,9250.5,-9250.5,,,,-9250.5,,,-9250.5,-9250.5
4769,TXN2021101501644152A1,US_BRANCH,UNITED STATES,ING Bank NV/SA,ATOTI-0038,Julius Baer Group,USD,2021-10-15,2021-10-15,15:47:43,Rejected,OUT,6453.93,-6453.93,,-6453.93,,,,,-6453.93,-6453.93
4770,TXN2021101501644153A1,JP_BRANCH,HONG KONG,"China Construction Bank (Asia) Corporation Limited, Hong Kong",4444 3007 5500,Sumitomo Mitsui Financial Group,HKD,2021-10-15,2021-10-15,15:47:44,Matched,OUT,46074.01,-46074.01,,,-46074.01,,,,-46074.01,-46074.01
4771,TXN2021101501644154A1,CH_BRANCH,HONG KONG,CMB Wing Lung Bank Ltd,6011950999,Julius Baer Group,HKD,2021-10-15,2021-10-15,15:47:57,Contracted,IN,56770.84,56770.84,,,56770.84,,,,56770.84,56770.84
4772,TXN2021101501644155A1,CH_BRANCH,AUSTRALIA,"Westpac Banking Corporation, Sydney",ATOTI-0012,Société Générale,CHF,2021-10-15,2021-10-15,15:48:15,Contracted,OUT,4589.07,-4589.07,,,-4589.07,,,,-4589.07,-4589.07
4773,TXN2021101501644156A1,AU_BRANCH,AUSTRALIA,Account 1,RAND-0001,HSBC Hong Kong,AUD,2021-10-15,2021-10-15,15:48:28,Confirm,OUT,21547.39,-21547.39,,,-21547.39,,,,-21547.39,-21547.39
4774,TXN2021101501644157A1,UK_PLC,UNITED KINGDOM,Account 14,RAND-0032,Standard Chartered,GBP,2021-10-15,2021-10-15,15:48:31,Contracted,OUT,7331.43,-7331.43,,,-7331.43,,,,-7331.43,-7331.43
4775,TXN2021101501644158A1,AU_BRANCH,SWITZERLAND,"UBS AG, Zurich",06660000087750050000P,HSBC Hong Kong,CHF,2021-10-15,2021-10-15,15:48:37,Collateral,OUT,993.02,-993.02,,,,,,-993.02,,-993.02
4776,TXN2021101501644159A1,EU_BRANCH,HONG KONG,CMB Wing Lung Bank Ltd,6011950999,Commerzbank,HKD,2021-10-15,2021-10-15,15:48:43,Confirm,IN,203439.64,203439.64,,,203439.64,,,,203439.64,203439.64
4777,TXN2021101501644160A1,JP_BRANCH,JAPAN,Account 9,RAND-0027,Commerzbank,JPY,2021-10-15,2021-10-15,15:48:45,Matched,OUT,1191648.16,-1191648.16,,,-1191648.16,,,,-1191648.16,-1191648.16
4778,TXN2021101501644161A1,AU_BRANCH,AUSTRALIA,Account 2,RAND-0001,HSBC Hong Kong,AUD,2021-10-15,2021-10-15,15:48:52,Contracted,IN,12543.94,12543.94,,,12543.94,,,,12543.94,12543.94
4779,TXN2021101501644162A1,AU_BRANCH,AUSTRALIA,"Barclays Bank PLC, London",ATOTI-0002,Commerzbank,AUD,2021-10-15,2021-10-15,15:48:56,Deal,OUT,2376.54,-2376.54,,,-2376.54,,,,-2376.54,-2376.54
4780,TXN2021101501644163A1,UK_PLC,UNITED KINGDOM,"Credit Suisse AG, Zurich",ATOTI-0035,Société Générale,GBP,2021-10-15,2021-10-15,15:48:58,Contracted,IN,12852.27,12852.27,,,12852.27,,,,12852.27,12852.27
4781,TXN2021101501644164A1,UK_PLC,UNITED KINGDOM,CMB Wing Lung Bank Ltd,ATOTI-0034,Standard Chartered,GBP,2021-10-15,2021-10-15,15:49:12,Cleared,OUT,5468.66,-5468.66,,-5468.66,,-5468.66,,,-5468.66,-5468.66
4782,TXN2021101501644165A1,AU_BRANCH,AUSTRALIA,Account 6,RAND-0006,Argenta,AUD,2021-10-15,2021-10-15,15:49:18,Collateral,IN,3990.1,3990.1,,,,,,3990.1,,3990.1
4783,TXN2021101501644166A1,CH_BRANCH,AUSTRALIA,Account 11,RAND-0011,Macquarie Bank,CHF,2021-10-15,2021-10-15,15:49:22,Indicated,IN,2040.25,2040.25,,,,,2040.25,,,2040.25
4784,TXN2021101501644167A1,JP_BRANCH,JAPAN,Deutsche Bank,ATOTI-0029,Wells Fargo,JPY,2021-10-15,2021-10-15,15:49:24,Confirm,OUT,2485057.16,-2485057.16,,,-2485057.16,,,,-2485057.16,-2485057.16
4785,TXN2021101501644168A1,AU_BRANCH,GERMANY,"Deutsche Bank AG, Frankfurt am Main",100 8885417 1000,Argenta,EUR,2021-10-15,2021-10-15,15:49:25,Matched,OUT,10729.39,-10729.39,,,-10729.39,,,,-10729.39,-10729.39
4786,TXN2021101501644169A1,JP_BRANCH,JAPAN,Bank of China,ATOTI-0028,Wells Fargo,JPY,2021-10-15,2021-10-15,15:49:56,Confirm,IN,1778809.96,1778809.96,,,1778809.96,,,,1778809.96,1778809.96
4787,TXN2021101501644170A1,US_BRANCH,GERMANY,"Deutsche Bank AG, Frankfurt am Main",100 8885417 1000,Julius Baer Group,EUR,2021-10-15,2021-10-15,15:49:57,Behavioural,IN,2796.71,2796.71,,,,,2796.71,,,2796.71
